id,x,y,z,yaw,pitch,roll
78,-296.293,236.056,-12.8113,2.4596,-0.0029267,0.0448447
79,-296.409,236.173,-12.8189,2.46009,-0.0024105,0.0413869
80,-296.533,236.282,-12.8219,2.46007,-0.000287224,0.0404639
81,-296.697,236.435,-12.8219,2.45953,0.00137603,0.0402653
82,-296.847,236.568,-12.8163,2.45921,0.00201071,0.0414626
83,-296.983,236.69,-12.8158,2.45933,0.00194536,0.0422543
84,-297.13,236.833,-12.816,2.4582,0.00187154,0.0412916
85,-297.267,236.958,-12.8228,2.45755,0.00298383,0.0410146
86,-297.41,237.088,-12.8161,2.45706,0.00454318,0.0403873
87,-297.544,237.192,-12.8185,2.45717,0.00439773,0.0416504
88,-297.699,237.32,-12.8254,2.45858,0.00238665,0.0423228
89,-297.849,237.437,-12.8424,2.45907,0.00117988,0.0449331
90,-298.007,237.56,-12.8494,2.45882,0.000588638,0.047549
91,-298.166,237.683,-12.857,2.45885,-0.000301366,0.0482953
92,-298.314,237.798,-12.8603,2.45978,-0.000378486,0.0487753
93,-298.456,237.917,-12.8616,2.46001,-0.000681912,0.0489501
94,-298.599,238.068,-12.8651,2.45891,-0.000744273,0.0479414
95,-298.746,238.244,-12.8633,2.45783,-0.00223708,0.044612
96,-298.885,238.358,-12.8598,2.45798,-0.00396845,0.0438012
97,-299.031,238.48,-12.8636,2.45786,-0.0061236,0.0430903
98,-299.181,238.594,-12.8651,2.45821,-0.00744845,0.0435163
99,-299.328,238.706,-12.8692,2.45919,-0.00720974,0.0433912
100,-299.474,238.842,-12.8777,2.45906,-0.00559744,0.041229
101,-299.622,238.986,-12.8792,2.45969,-0.00484038,0.0406092
102,-299.777,239.118,-12.8817,2.45977,-0.00418318,0.0428565
103,-299.917,239.232,-12.8803,2.45997,-0.00358508,0.0442796
104,-300.074,239.359,-12.88,2.46062,-0.00424563,0.0438076
105,-300.217,239.482,-12.8849,2.46097,-0.00452373,0.0415058
106,-300.368,239.614,-12.8892,2.461,-0.00403084,0.0397295
107,-300.508,239.747,-12.8888,2.46161,-0.00311425,0.0380258
108,-300.659,239.876,-12.8862,2.4626,-0.00254997,0.0364889
109,-300.821,240.006,-12.8874,2.46323,-0.00246094,0.0358465
110,-300.966,240.141,-12.8926,2.46358,-0.00264544,0.0345508
111,-301.122,240.274,-12.8962,2.46366,-0.0029635,0.0345675
112,-301.288,240.404,-12.8972,2.46339,-0.00265583,0.0335119
113,-301.44,240.536,-12.8953,2.46354,-0.000718147,0.0301812
114,-301.608,240.683,-12.8902,2.46714,-0.00157371,0.0256341
115,-301.768,240.807,-12.8844,2.46927,-0.00379036,0.0251972
116,-301.925,240.929,-12.8855,2.47101,-0.00450617,0.0225239
117,-302.102,241.058,-12.8972,2.4743,-0.00501096,0.0226602
118,-302.254,241.188,-12.9007,2.47578,-0.00429964,0.0230567
119,-302.421,241.316,-12.9044,2.47879,-0.00365451,0.0223684
120,-302.588,241.432,-12.9113,2.48101,-0.00388871,0.0235996
121,-302.755,241.555,-12.9112,2.48237,-0.00375315,0.0245503
122,-302.919,241.693,-12.9095,2.48474,-0.00386773,0.0236636
123,-303.095,241.821,-12.9123,2.48734,-0.0039134,0.0235212
124,-303.264,241.949,-12.9153,2.49098,-0.0035312,0.0230893
125,-303.428,242.065,-12.9208,2.49377,-0.00386677,0.0223571
126,-303.603,242.195,-12.9189,2.4971,-0.0043081,0.0212203
127,-303.775,242.314,-12.9226,2.50043,-0.00411924,0.0207175
128,-303.952,242.434,-12.9253,2.50425,-0.00380234,0.019604
129,-304.12,242.55,-12.9189,2.51001,-0.00355103,0.0174316
130,-304.295,242.675,-12.9157,2.5145,-0.00346563,0.0165429
131,-304.47,242.791,-12.9164,2.51951,-0.00399332,0.0179905
132,-304.652,242.898,-12.9132,2.52563,-0.00642676,0.0201895
133,-304.842,243.014,-12.9149,2.53375,-0.00865512,0.0214257
134,-305.029,243.114,-12.9166,2.54321,-0.0102092,0.0212875
135,-305.208,243.209,-12.9151,2.55335,-0.0112473,0.0188826
136,-305.406,243.306,-12.921,2.56435,-0.0118371,0.0164372
137,-305.603,243.399,-12.9201,2.57599,-0.0118217,0.0167354
138,-305.792,243.48,-12.9206,2.58748,-0.0116924,0.01617
139,-305.986,243.568,-12.9116,2.59938,-0.0117046,0.014406
140,-306.176,243.65,-12.9027,2.61204,-0.0119237,0.0109063
141,-306.373,243.719,-12.8985,2.62455,-0.012695,0.00944709
142,-306.564,243.788,-12.8981,2.63732,-0.0128946,0.00893874
143,-306.777,243.868,-12.9036,2.65108,-0.0129813,0.00659483
144,-306.972,243.93,-12.9005,2.66699,-0.0142677,0.0044786
145,-307.187,243.973,-12.8918,2.68122,-0.0143682,0.00637922
146,-307.397,244.041,-12.8888,2.69655,-0.0135778,0.0072057
147,-307.595,244.093,-12.8896,2.71249,-0.0136091,0.00836317
148,-307.811,244.143,-12.8849,2.7303,-0.0134931,0.00889871
149,-308.025,244.191,-12.8833,2.74817,-0.012442,0.00708237
150,-308.239,244.23,-12.8825,2.76774,-0.011192,0.00527213
151,-308.461,244.258,-12.8852,2.78924,-0.0108653,0.00441305
152,-308.687,244.281,-12.8828,2.81005,-0.010847,0.00265154
153,-308.91,244.297,-12.885,2.83046,-0.0109309,0.00243751
154,-309.133,244.32,-12.8855,2.85386,-0.0107327,0.00369608
155,-309.384,244.316,-12.8931,2.87807,-0.0106109,0.00660945
156,-309.626,244.306,-12.8979,2.90161,-0.00954149,0.00642435
157,-309.856,244.294,-12.9062,2.92477,-0.00898375,0.00593152
158,-310.096,244.268,-12.913,2.94895,-0.00872013,0.00488181
159,-310.336,244.227,-12.9126,2.97336,-0.0084708,0.00427151
160,-310.569,244.191,-12.9144,2.99891,-0.00842487,0.00384032
161,-310.794,244.16,-12.9166,3.02394,-0.00777107,0.00417819
162,-311.003,244.114,-12.9121,3.04929,-0.00782975,0.0049362
163,-311.241,244.062,-12.9147,3.07418,-0.00728761,0.00558482
164,-311.474,244.002,-12.9211,3.0998,-0.00728578,0.0056963
165,-311.715,243.94,-12.921,3.126,-0.00803421,0.00523128
166,-311.943,243.872,-12.9185,-3.13084,-0.00721533,0.00500715
167,-312.18,243.799,-12.9218,-3.1041,-0.00551427,0.00493631
168,-312.416,243.698,-12.927,-3.07701,-0.00474983,0.00466069
169,-312.652,243.597,-12.9277,-3.04952,-0.00485214,0.00497754
170,-312.891,243.491,-12.9355,-3.02243,-0.00544474,0.00593907
171,-313.107,243.39,-12.9363,-2.99384,-0.00499981,0.00670709
172,-313.35,243.274,-12.9442,-2.96548,-0.00414547,0.00806541
173,-313.594,243.137,-12.9464,-2.93733,-0.00195032,0.00961692
174,-313.83,243.028,-12.9502,-2.91079,-0.000470882,0.00956792
175,-314.055,242.863,-12.9643,-2.88159,-0.000689238,0.0114869
176,-314.29,242.686,-12.9842,-2.8524,-0.00408566,0.0147974
177,-314.525,242.542,-12.9903,-2.82475,-0.00541496,0.0148723
178,-314.728,242.42,-12.9944,-2.7975,-0.00593038,0.0127303
179,-314.961,242.231,-12.987,-2.76806,-0.00697013,0.0140468
180,-315.18,242.036,-12.9869,-2.74023,-0.00660441,0.0180095
181,-315.427,241.82,-12.9966,-2.71243,-0.00612883,0.0199874
182,-315.688,241.608,-13.0101,-2.68082,-0.00497528,0.0205245
183,-315.92,241.396,-13.0104,-2.65242,-0.00348728,0.0193489
184,-316.164,241.196,-13.0207,-2.62603,-0.00253196,0.0174926
185,-316.418,240.935,-13.0392,-2.60166,-0.00137984,0.0134852
186,-316.702,240.674,-13.038,-2.57949,-0.000516826,0.00789722
187,-316.967,240.432,-13.0468,-2.55747,0.00163181,0.00316097
188,-317.298,240.163,-13.0644,-2.53684,0.00370548,0.000973855
189,-317.491,239.964,-13.0655,-2.51881,0.00387158,0.00301949
190,-317.712,239.739,-13.0593,-2.50215,0.00343935,0.00616721
191,-317.92,239.517,-13.075,-2.4871,0.00189252,0.00596474
192,-318.147,239.327,-13.0663,-2.47077,0.000321475,0.00457743
193,-318.378,239.097,-13.0659,-2.4543,-1.85722e-05,0.00465835
194,-318.602,238.83,-13.0723,-2.43823,0.00141302,0.00489235
195,-318.816,238.561,-13.0864,-2.41891,0.000527583,0.00502833
196,-319.037,238.278,-13.1059,-2.4005,-0.0012487,0.00496538
197,-319.226,238.032,-13.1024,-2.38628,-0.0027068,0.0052611
198,-319.475,237.77,-13.1063,-2.37099,-0.00605028,0.00949199
199,-319.708,237.492,-13.0972,-2.35679,-0.00899349,0.0115842
200,-319.939,237.216,-13.0922,-2.3436,-0.0132142,0.0125235
201,-320.198,236.904,-13.0968,-2.33213,-0.0200503,0.0124121
