id,x,y,z,yaw,pitch,roll
91,1809.65,867.315,0,0.0430843,-0.0131465,0.0085574
92,1810.53,867.291,0,0.04215,-0.0013921,-0.00160213
93,1811.2,867.078,0,0.0428005,-0.00489128,-0.0623578
94,1811.55,867.072,0,0.0435976,-0.00621716,-0.0664708
95,1811.85,867.087,0,0.0445211,-0.00578237,-0.06729
96,1812.27,867.095,0,0.0451023,-0.00605367,-0.0688813
97,1812.79,867.085,0,0.0435498,-0.00315673,-0.073804
98,1813.19,867.105,0,0.0434594,-0.00345954,-0.0715312
99,1813.68,867.087,0,0.0430191,-0.00297451,-0.076275
100,1814.07,867.121,0,0.0441609,-0.00297258,-0.073956
101,1814.47,867.171,0,0.0441621,-0.00169867,-0.0646426
102,1814.73,867.304,0,0.0437009,-0.00318013,-0.0415939
103,1815.14,867.397,0,0.0448096,-0.00386718,-0.0204222
104,1815.56,867.415,0,0.0437028,-0.00391134,-0.0153884
105,1815.98,867.421,0,0.0437754,-0.0034947,-0.0114283
106,1816.42,867.419,0,0.0436932,-0.00113817,-0.0116134
107,1816.87,867.433,0,0.0439467,-0.00170829,-0.0108721
108,1817.42,867.418,0,0.0435571,-0.00286745,-0.020965
109,1817.88,867.421,0,0.0425654,-0.00364301,-0.0195691
110,1818.2,867.455,0,0.0435668,-0.00378108,-0.0197948
111,1818.52,867.475,0,0.0435966,-0.00535447,-0.0184993
112,1818.96,867.482,0,0.0431168,-0.00606829,-0.0189603
113,1819.4,867.509,0,0.0428493,-0.00577747,-0.0165909
114,1819.81,867.529,0,0.0423828,-0.00662752,-0.0165288
115,1820.25,867.555,0,0.0407453,-0.00907079,-0.017132
116,1820.69,867.59,0,0.04009,-0.0072644,-0.00545991
117,1821.12,867.627,0,0.0378807,-0.00860801,-0.0049411
118,1821.58,867.631,0,0.0366951,-0.00976272,-0.00611684
119,1822.07,867.618,0,0.0360129,-0.00818543,-0.00410409
120,1822.48,867.641,0,0.0343874,-0.00880631,-0.00337686
121,1822.87,867.689,0,0.0340727,-0.00719432,0.0124682
122,1823.28,867.7,0,0.0335225,-0.00883432,0.0133569
123,1823.71,867.595,0,0.0282822,-0.00499975,0.00747512
124,1824.15,867.596,0,0.0272458,-0.00629096,0.00721926
125,1824.5,867.581,0,0.0268755,-0.00529144,0.00437437
126,1824.87,867.583,0,0.0270685,-0.00450155,0.00289581
127,1825.27,867.601,0,0.026122,-0.00158155,-0.000275389
128,1825.76,867.572,0,0.0292414,-0.00175307,-0.0388074
129,1826.2,867.633,0,0.0291561,-0.00299588,-0.0402957
130,1826.65,867.641,0,0.0274562,-0.00332626,-0.0464758
131,1827.07,867.643,0,0.0261745,-0.00490458,-0.0477061
132,1827.57,867.621,0,0.0264597,-0.00528795,-0.0486023
133,1827.93,867.644,0,0.0259981,-0.00613258,-0.0475609
134,1828.28,867.66,0,0.0233247,-0.00730223,-0.0478175
135,1828.7,867.695,0,0.021277,-0.00963007,-0.0435999
136,1829.11,867.702,0,0.0207532,-0.010217,-0.0451509
137,1829.5,867.697,0,0.0198693,-0.0110634,-0.0443116
138,1829.95,867.678,0,0.0217622,-0.00974922,-0.048737
139,1830.36,867.688,0,0.0200688,-0.00899638,-0.0464069
140,1830.72,867.698,0,0.0201061,-0.00898079,-0.0486359
141,1831.11,867.734,0,0.0189313,-0.00894828,-0.0491025
142,1831.5,867.717,0,0.0178707,-0.00910883,-0.0517163
143,1831.93,867.737,0,0.0169201,-0.00822328,-0.0515146
144,1832.33,867.731,0,0.0155039,-0.00943254,-0.0507114
145,1832.7,867.724,0,0.0141311,-0.00982829,-0.0511825
146,1833.18,867.748,0,0.0137159,-0.00904953,-0.0503501
147,1833.57,867.782,0,0.0118097,-0.00509315,-0.0390968
148,1833.98,867.803,0,0.0112224,-0.00588094,-0.0375
149,1834.41,867.806,0,0.0132222,-0.00292002,-0.0410231
150,1834.82,867.783,0,0.0128645,-0.00267962,-0.0457316
151,1835.22,867.788,0,0.0126686,-0.00339303,-0.044422
152,1835.61,867.752,0,0.0116045,-0.00541269,-0.0465656
153,1835.98,867.847,0,0.00874053,-0.0115214,-0.0111899
154,1836.27,867.897,0,0.00824581,-0.0119658,-0.0026204
155,1836.69,867.857,0,0.00878533,-0.0122964,-0.00395389
156,1837.08,867.831,0,0.0100895,-0.0106807,-0.00777158
157,1837.53,867.84,0,0.0102203,-0.00972567,-0.00805518
158,1837.88,867.869,0,0.00941414,-0.00784699,-0.00772295
159,1838.3,867.896,0,0.00847611,-0.00676993,-0.00355647
160,1838.84,867.82,0,0.00653805,-0.00829053,-0.0052544
161,1839.19,867.821,0,0.0059724,-0.0107593,-0.0046678
162,1839.62,867.82,0,0.0062784,-0.0104726,-0.00799788
163,1840.02,867.839,0,0.00638442,-0.00905552,-0.00667309
164,1840.49,867.875,0,0.00834639,-0.00735218,-0.00426177
165,1840.88,867.895,0,0.00645099,-0.00671685,0.00455349
166,1841.28,867.89,0,0.00613019,-0.00775506,0.00178687
167,1841.64,867.881,0,0.00668011,-0.0100959,-0.000743506
168,1842.09,867.86,0,0.00632963,-0.0119357,-0.00104406
169,1842.45,867.868,0,0.00706153,-0.0114697,-0.00386179
170,1842.94,867.846,0,0.00705167,-0.0136362,-0.00897973
171,1843.35,867.853,0,0.00772689,-0.015139,-0.00924933
172,1843.81,867.815,0,0.00643483,-0.0152789,-0.0114807
173,1844.2,867.817,0,0.00757226,-0.0160224,-0.015416
174,1844.61,867.811,0,0.00653214,-0.0158483,-0.0176051
175,1845.05,867.797,0,0.00686971,-0.0167221,-0.025392
176,1845.5,867.817,0,0.00638974,-0.0173926,-0.0261754
177,1845.96,867.823,0,0.00792399,-0.00997931,-0.0198984
178,1846.37,867.841,0,0.00802433,-0.00949386,-0.0213987
179,1846.82,867.857,0,0.00831491,-0.0105103,-0.0154315
180,1847.25,867.863,0,0.00711382,-0.0117947,-0.0165723
181,1847.69,867.863,0,0.00781691,-0.0121671,-0.0173292
182,1848.14,867.889,0,0.00685361,-0.011812,-0.0131519
183,1848.55,867.902,0,0.00625512,-0.0103517,-0.00674927
184,1849.01,867.9,0,0.00728684,-0.00784437,-0.0115973
185,1849.44,867.899,0,0.00741297,-0.00929744,-0.0117237
186,1849.89,867.91,0,0.00893921,-0.0108534,-0.00944223
187,1850.31,867.926,0,0.0096512,-0.013363,-0.00806338
188,1850.75,867.911,0,0.0116116,-0.0133821,-0.0114557
189,1851.18,867.931,0,0.0127572,-0.0150116,-0.0103622
190,1851.61,867.922,0,0.0138714,-0.0142263,-0.0111904
191,1852.02,867.932,0,0.0161987,-0.0140089,-0.0116583
192,1852.44,867.912,0,0.0172596,-0.00576848,-0.0144961
193,1852.85,867.935,0,0.0177114,-0.000192463,-0.00788491
194,1853.24,867.955,0,0.0205265,-0.00129795,-0.00451233
195,1853.65,867.979,0,0.0218756,-0.00183463,-0.00269525
196,1854.03,867.976,0,0.0230483,0.0012504,-0.00462724
197,1854.4,868.005,0,0.0253772,-0.000259485,-0.00575944
198,1854.79,867.993,0,0.0257465,0.00144072,-0.00670782
199,1855.15,868.013,0,0.027252,0.000561404,-0.00639303
200,1855.52,868.03,0,0.0290243,0.00106907,-0.00500511
201,1855.9,868.026,0,0.0301549,-2.40878e-05,-0.00673075
202,1856.26,868.039,0,0.0307421,-0.000492983,-0.00607813
203,1856.62,868.037,0,0.0313421,-0.00230123,-0.00711583
204,1857.01,868.056,0,0.0316575,-0.0025906,-0.005722
205,1857.35,868.06,0,0.0327237,-0.00108399,-0.00293558
206,1857.63,868.059,0,0.033725,-0.00191344,-0.00102742
207,1857.96,868.08,0,0.0354656,-0.00583631,-0.00253988
208,1858.3,868.098,0,0.0362719,-0.00639772,0.000375677
209,1858.69,868.088,0,0.0360873,-0.00493209,-0.00351032
210,1859,868.095,0,0.03754,-0.00359312,-0.00584747
211,1859.33,868.102,0,0.0395473,-0.00443546,-0.00538904
212,1859.66,868.11,0,0.040163,-0.00223959,-0.00518885
213,1860,868.127,0,0.0418022,0.000130622,-0.00274666
214,1860.31,868.125,0,0.0421772,0.000441702,-0.00390291
215,1860.61,868.169,0,0.0453923,0.000933008,-0.00292136
216,1860.95,868.201,0,0.0473463,-0.000542782,0.000802164
217,1861.25,868.2,0,0.0462917,-0.00234107,0.00419797
218,1861.55,868.222,0,0.0464217,-0.00290037,0.0043821
219,1861.87,868.283,0,0.04962,-0.00259167,0.00757909
220,1862.16,868.29,0,0.0501988,-0.00417922,0.00907823
221,1862.5,868.316,0,0.0520519,-0.0069647,0.0102331
222,1862.84,868.311,0,0.0507543,-0.00841852,0.010183
223,1863.1,868.277,0,0.0495846,-0.00631013,0.0102373
224,1863.46,868.274,0,0.0501216,-0.00261677,0.0112359
225,1863.73,868.294,0,0.0506952,-0.00287075,0.0103655
226,1864.08,868.334,0,0.0511522,-0.0032081,0.00834103
227,1864.37,868.338,0,0.0508429,-0.00361223,0.00784084
228,1864.7,868.375,0,0.0526523,-0.00399361,0.00975758
229,1864.98,868.403,0,0.0531291,-0.00486328,0.0102125
230,1865.33,868.41,0,0.0536308,-0.00703614,0.00950203
231,1865.66,868.423,0,0.0537065,-0.0072648,0.0121389
232,1865.94,868.427,0,0.0542999,-0.00943282,0.0122342
233,1866.28,868.423,0,0.0538243,-0.00923128,0.0103565
234,1866.62,868.424,0,0.0542022,-0.00883283,0.00818363
235,1866.95,868.441,0,0.0549386,-0.00682834,0.00721159
236,1867.26,868.469,0,0.0555572,-0.0106233,0.00402878
237,1867.62,868.485,0,0.0555858,-0.0165587,-0.000356796
238,1867.96,868.481,0,0.0542091,-0.0151984,-0.00097391
239,1868.27,868.509,0,0.0537565,-0.0156587,-0.000610559
240,1868.63,868.538,0,0.0531815,-0.0148629,-0.00362626
241,1868.98,868.555,0,0.0521341,-0.014318,-0.00128542
242,1869.3,868.571,0,0.0518362,-0.0147525,0.000245511
243,1869.67,868.667,0,0.0563221,-0.0158418,-0.00227751
244,1870.02,868.67,0,0.0550543,-0.0161128,-0.00272435
245,1870.38,868.637,0,0.0524476,-0.0167595,-0.00335987
246,1870.76,868.584,0,0.0491717,-0.0149087,-0.00800794
247,1871.1,868.593,0,0.0479047,-0.00077295,-0.00215757
248,1871.48,868.626,0,0.0470305,-0.00122283,-0.00171399
249,1871.86,868.643,0,0.0459749,-0.00164751,-0.000667891
250,1872.24,868.652,0,0.0447326,-0.00201477,-0.00256856
251,1872.63,868.681,0,0.0447166,-0.00237255,-0.00294464
252,1872.98,868.689,0,0.0434418,-0.00270029,-0.00331831
253,1873.37,868.716,0,0.0425183,-0.000367232,-0.00115448
254,1873.75,868.727,0,0.0409803,0.000997636,0.000137382
255,1874.13,868.753,0,0.0381638,0.0046932,0.00224426
256,1874.49,868.758,0,0.0366571,0.00677296,0.00090477
257,1874.88,868.775,0,0.0348512,0.00647013,0.000912275
258,1875.29,868.79,0,0.0335058,0.00640618,0.00032799
259,1875.69,868.793,0,0.0307415,0.00648829,-0.000171936
260,1876.08,868.814,0,0.0281165,0.00644033,-0.00164083
261,1876.5,868.851,0,0.0280133,0.00535755,-0.00101591
262,1876.93,868.891,0,0.0260005,0.00487917,0.000721818
263,1877.33,868.891,0,0.0259249,0.00546686,-0.00587099
264,1877.69,868.868,0,0.0261816,0.00810993,-0.0124712
265,1878.1,868.881,0,0.0246577,0.00898748,-0.00614864
266,1878.54,868.916,0,0.0233332,0.00906738,-0.00727275
267,1878.95,868.909,0,0.0219252,0.00836163,-0.00705944
268,1879.35,868.931,0,0.0220356,0.00750052,-0.00690618
269,1879.78,868.945,0,0.0205307,0.00994948,-0.000691984
270,1880.18,868.979,0,0.020371,0.00896472,0.00466702
271,1880.6,868.987,0,0.0213336,0.00860634,0.00441185
272,1881.01,868.983,0,0.0202798,0.00999504,-0.00108128
273,1881.44,869.012,0,0.0206175,0.0101933,0.00111678
274,1881.88,868.975,0,0.0170987,0.0118549,0.00235757
275,1882.3,868.886,0,0.014357,0.0136297,-0.00473775
276,1882.72,868.899,0,0.014326,0.0237432,-0.0205235
277,1883.12,868.97,0,0.0121468,0.0218787,-0.0187399
278,1883.57,869.041,0,0.0146289,0.0186473,-0.0188382
279,1884.01,869.067,0,0.0173306,0.0161374,-0.0175105
280,1884.42,869.065,0,0.0173949,0.0152442,-0.0181671
281,1884.85,869.115,0,0.0167932,0.0136882,-0.019341
282,1885.27,869.126,0,0.0192715,0.0142441,-0.0175682
283,1885.68,869.121,0,0.0207525,0.0203167,-0.00563427
284,1886.16,869.059,0,0.0165312,0.0186636,-0.00761336
285,1886.59,868.982,0,0.017566,0.0194887,-0.0076775
286,1887,868.957,0,0.0157264,0.020654,-0.00549604
287,1887.42,868.996,0,0.0184347,0.0198828,-0.00828015
288,1887.81,869.066,0,0.0133879,0.0189312,-0.00855171
289,1888.26,869.046,0,0.0138677,0.017146,-0.0115264
290,1888.68,869.046,0,0.0160732,0.0158331,-0.00963809
291,1889.13,868.982,0,0.0183823,0.0162865,-0.00905873
292,1889.52,868.978,0,0.0172947,0.0167684,-0.00768501
293,1889.99,868.968,0,0.0157041,0.0191668,-0.00825962
294,1890.35,868.961,0,0.01603,0.0198515,-0.0105224
295,1890.83,868.876,0,0.0118631,0.0163796,-0.012101
296,1891.27,868.798,0,0.0116274,0.019011,-0.0338863
297,1891.68,868.764,0,0.0121733,0.0173271,-0.0324694
298,1892.04,868.682,0,0.00769019,0.0236967,-0.0545866
299,1892.47,868.698,0,0.00793781,0.0230665,-0.0467664
300,1892.89,868.765,0,0.0100007,0.020173,-0.0366195
301,1893.32,868.774,0,0.0129504,0.0187329,-0.0357078
302,1893.73,868.794,0,0.0134697,0.021105,-0.0334117
303,1894.15,868.801,0,0.0143476,0.0203602,-0.0360491
304,1894.55,868.782,0,0.0136332,0.0217224,-0.0421367
305,1894.96,868.845,0,0.0148194,0.0239998,-0.0432256
306,1895.38,868.899,0,0.0157605,0.0246389,-0.0400407
307,1895.8,868.905,0,0.0147595,0.0240508,-0.0323982
308,1896.23,868.922,0,0.0160091,0.0252404,-0.0271991
309,1896.64,868.907,0,0.0159052,0.0266479,-0.025208
310,1897.06,868.852,0,0.0138335,0.0269666,-0.0349401
311,1897.47,868.843,0,0.0138862,0.0261501,-0.03637
312,1898.33,868.833,0,0.0148475,0.0220407,-0.0369907
313,1898.77,868.909,0,0.0165563,0.0228266,-0.032681
314,1899.19,868.94,0,0.0162064,0.0266344,-0.0305775
315,1899.59,869.044,0,0.0155154,0.0230985,-0.0271839
316,1900.01,869.112,0,0.0147036,0.0278253,-0.0444016
317,1900.51,869.175,0,0.0203606,0.0254712,-0.0387673
318,1900.99,869.23,0,0.0221247,0.00883081,-0.0330332
319,1901.35,869.225,0,0.0245186,0.00965937,-0.0392012
320,1901.78,869.175,0,0.0213716,0.00263509,-0.0497177
321,1902.26,869.209,0,0.0228144,0.00122164,-0.0470565
322,1902.67,869.284,0,0.022772,0.000711731,-0.0452796
323,1903.1,869.32,0,0.0208028,0.00165562,-0.0201292
324,1903.53,869.355,0,0.0217186,0.00043681,-0.0223636
325,1904,869.4,0,0.0238387,-0.00178934,-0.0204193
326,1904.44,869.374,0,0.0237202,-0.00139148,-0.0268894
327,1904.9,869.375,0,0.0251443,-0.00047929,-0.0340916
328,1905.31,869.255,0,0.0232105,0.00152005,-0.04434
329,1905.69,869.223,0,0.0183705,-0.00426961,-0.0387601
330,1906.13,869.197,0,0.0159577,-0.00380888,-0.0387125
331,1906.53,869.196,0,0.0150667,-0.000776429,-0.0306483
332,1907.02,869.237,0,0.0154021,0.000557682,-0.0245987
333,1907.4,869.173,0,0.0159264,0.0123401,-0.040168
334,1907.9,869.147,0,0.0193592,0.00894567,-0.0357798
335,1908.45,869.057,0,0.027177,0.0107063,-0.0304246
336,1908.87,869.069,0,0.0266801,0.00952717,-0.0276119
337,1909.32,869.047,0,0.025572,0.0100247,-0.0257571
338,1909.74,869.052,0,0.0296758,0.0105507,-0.0301083
339,1910.14,869.074,0,0.0293192,0.00853945,-0.0182649
340,1910.6,869.051,0,0.0271463,0.00658777,-0.0187555
341,1911.03,869.075,0,0.0284978,0.00915847,-0.0234927
342,1911.5,869.033,0,0.0291807,0.00871802,-0.037375
343,1911.91,869.047,0,0.0306673,0.00539106,-0.0374531
344,1912.34,869.078,0,0.0314022,0.00108411,-0.0320192
345,1912.79,869.128,0,0.0329921,-0.00189439,-0.0291941
346,1913.22,869.2,0,0.034959,-0.0053579,-0.0219872
347,1913.66,869.24,0,0.034591,-0.00771778,-0.0180377
348,1914.14,869.289,0,0.0324642,-0.0170022,-0.000252663
349,1914.56,869.284,0,0.0329812,-0.0175501,-0.0012939
350,1915.02,869.267,0,0.0332212,-0.00754187,-0.00436307
351,1915.41,869.357,0,0.0350502,-0.00651247,-0.00776126
352,1915.89,869.519,0,0.0293269,-0.00824254,-0.0052437
353,1916.22,869.433,0,0.0272063,0.0122355,-0.030318
354,1916.65,869.451,0,0.0281003,0.010859,-0.0277075
355,1917.11,869.492,0,0.0278519,0.00815716,-0.0254395
356,1917.5,869.599,0,0.0281203,0.00281461,-0.00811151
357,1917.96,869.622,0,0.0275405,0.000522636,0.00350553
358,1918.45,869.662,0,0.0261557,0.000862625,-0.000404398
359,1918.82,869.689,0,0.0273123,5.42236e-05,0.000512635
360,1919.21,869.688,0,0.0261535,0.00159984,-0.0022512
361,1919.78,869.73,0,0.0270271,0.000671333,-0.00379613
362,1920.21,869.742,0,0.0250568,-0.00230122,-0.00130435
363,1920.58,869.683,0,0.0308152,-0.00238687,-0.00374071
364,1921.05,869.702,0,0.0294743,0.00275094,0.00591311
365,1921.53,869.699,0,0.0305082,0.00361228,0.00361237
366,1921.97,869.714,0,0.0288751,0.00241928,0.000491637
367,1922.41,869.711,0,0.0281928,0.00194574,-0.00165235
368,1922.84,869.76,0,0.0297266,0.000961499,-0.0022282
369,1923.28,869.781,0,0.0297385,-0.000831606,-0.0020183
370,1923.74,869.724,0,0.033996,-0.00360738,-0.00380627
371,1924.15,869.736,0,0.0344134,-0.00474799,-0.00659966
372,1924.64,869.781,0,0.0365736,-0.00853016,-0.00405907
373,1925.08,869.777,0,0.0375262,-0.0131373,0.00227296
374,1925.55,869.821,0,0.0350884,-0.00813164,0.0042568
375,1926.02,869.78,0,0.0352041,-0.00979192,0.00397624
376,1926.45,869.807,0,0.035184,-0.00701542,0.00645818
377,1926.9,869.883,0,0.0351237,-0.00795786,0.00955246
378,1927.36,869.87,0,0.0371848,-0.0107103,0.00828599
379,1927.79,869.881,0,0.0378563,-0.0125677,0.00794578
380,1928.25,869.868,0,0.0383603,-0.0154089,0.00915122
381,1928.69,869.912,0,0.0381667,-0.0225746,0.0141208
382,1929.15,869.869,0,0.0403834,-0.0232564,0.012814
383,1929.61,869.903,0,0.0402387,-0.0227017,0.00830644
384,1930.05,869.936,0,0.0404866,-0.0234703,0.0100036
385,1930.44,869.929,0,0.0418293,-0.0236204,0.0062994
386,1930.92,869.94,0,0.0419486,-0.0239541,0.00565475
387,1931.4,869.995,0,0.0431936,-0.0240476,0.00936354
388,1931.85,870.077,0,0.0390738,-0.0213184,0.0226729
389,1932.29,870.106,0,0.0402867,-0.0223913,0.0262257
390,1932.72,870.143,0,0.0407364,-0.0232161,0.0223782
391,1933.19,870.141,0,0.0397233,-0.0233311,0.018326
392,1933.64,870.118,0,0.03865,-0.0237753,0.0204593
393,1934.08,870.156,0,0.0388001,-0.0223646,0.0216106
394,1934.48,870.227,0,0.0365414,-0.0223386,0.0234817
395,1934.9,870.199,0,0.0373295,-0.0229184,0.0228959
396,1935.3,870.165,0,0.0387918,-0.0142958,0.0180545
